,ClassLabel,Sentence,SentimentScore,SubjectivityScore
78,1,The Da Vinci Code is an awesome book!!!,1.0,1.0
79,1,"Aaron  s mom and Aaron knew how much I loved the Da Vinci Code, so we took the tour inside.",0.7,0.8
80,1,da vinci code is awesome!,1.0,1.0
81,1,I loved the da vinci code....,0.7,0.8
82,1,the Da Vinci Code is awesome..,1.0,1.0
83,1,I'd love to go see Da Vinci Code but probably not next week.,0.25,0.3
84,1,The Da Vinci Code was awesome.,1.0,1.0
85,1,"im sick of books right now, but i must say, da vinci code was awesome..",0.19047619047619047,0.7976190476190476
86,1,"finished reading the da vinci code, which is an awesome book.",1.0,1.0
87,1,that and the da vinci code is awesome so far.,0.55,1.0
88,1,I LOVE THE DA VINCI CODE!!!!... < < < < < 3333...,1.0,0.6
89,1,And Da Vinci Code is awesome.,1.0,1.0
90,1,"I read "" Angels & Demons "" first and am now onto "" The Da Vinci Code "" which so far is awesome.",0.45,0.7777777777777777
91,1,Da Vinci Code is an awesome book..,1.0,1.0
92,1,Da Vinci Code is awesome!,1.0,1.0
93,1,"read "" The Da Vinci Code "" is awesome,. but "" Angel and Demons "" is even better if you wanna read Dan Brown's books..",0.43333333333333335,0.5499999999999999
94,1,The Da Vinci Code is awesome...,1.0,1.0
95,1,Oh oh oh and I loved The Da Vinci Code!,0.875,0.8
96,1,I love the Da Vinci code...,0.5,0.6
97,1,The Da Vinci Code is awesome.,1.0,1.0
98,1,and I love Da Vinci Code-illustrated edition is the only way to go!:)..,0.3333333333333333,0.8666666666666667
99,1,"I loved the Da Vinci code, and I can't wait for the movie.",0.7,0.8
100,1,i loved da vinci code recently......,0.35,0.525
101,1,Love the Da Vinci Code!(,0.625,0.6
102,1,to their right ALSO read and LOVED the Da Vinci code.,0.4928571428571428,0.6678571428571429
103,1,I * LOVED * Da Vinci code.,0.7,0.8
104,1,and i love reading da vinci code.....,0.5,0.6
105,1,and i love Da Vinci Code too..,0.5,0.6
106,1,and i love Da Vinci Code too..,0.5,0.6
107,1,Da Vinci Code looks SO awesome...,1.0,1.0
108,1,I finished The Da Vinci Code that was an awesome book!,1.0,1.0
109,1,"The Da Vinci Code was pretty awesome, but I liked Angels and Demons...",0.6166666666666667,0.9333333333333332
110,1,"I loved reading Da Vinci Code, can't wait for the movie to come out!..",0.875,0.8
111,1,I love the Da Vinci Code.,0.5,0.6
112,1,The Da Vinci Code really is an awesome book and you should all go get it.,1.0,1.0
113,1,"I loved The Da Vinci Code, and I thought Angels & Demons was pretty good right up until the end where he kind of lost it a bit.",0.5071428571428571,0.7671428571428571
114,1,i totally love the Da Vinci Code and i CA N'T wait until the movie!,0.625,0.6
115,1,"Personally I loved The Da Vinci Code, its a great thriller.",0.75,0.775
116,1,I love the Da Vinci Code.....,0.5,0.6
117,1,' The Da Vinci Code'it was AWESOME.,1.0,1.0
118,1,and the da vinci code is an awesome book!,1.0,1.0
119,1,da vinci code is an awesome book..,1.0,1.0
120,1,The Da Vinci Code is AWESOME!.,1.0,1.0
121,1,I loved the da vinci code.,0.7,0.8
122,1,I loved the da Vinci Code-very interesting to think about things from a different angle.,0.4,0.6333333333333333
123,1,Da Vinci Code is a friggin awesome book.,1.0,1.0
124,1,"And the Da Vinci code is AMAZING, 30 pages left to go.",0.30000000000000004,0.45
125,1,+ love undercover 3 + The Da Vinci Code....,0.5,0.6
126,1,outta all three i just loved the da vinci code.,0.7,0.8
127,1,oh I love the book The Da VInci Code!,0.625,0.6
128,1,"besides drowining myself in the Da Vinci Code -- which, by the way, was awesome!).",1.0,1.0
129,1,da vinci code is so awesome.,1.0,1.0
130,1,and Da Vinci Code was so awesome already).,1.0,1.0
131,1,The Da Vinci Code was AWESOME.,1.0,1.0
132,1,"So, the Da Vinci code was AWESOME...",1.0,1.0
133,1,I loved the Da Vinci Code.,0.7,0.8
134,1,"Well the Da Vinci Code, was Awesome!",1.0,1.0
135,1,i really loved the da vinci code.,0.7,0.8
136,1,The book da vinci code is awesome.,1.0,1.0
137,1,"i saw the da vinci code, which was awesome.",1.0,1.0
138,1,And I love the Da Vinci Code(,0.5,0.6
139,1,i know i loved the da vinci code too!!!,1.0,0.8
140,1,Da Vinci code was awesome!!!,1.0,1.0
141,1,"lynn and jon at the theaters for da vinci code-other than that, EVERYONE AT THE LUAU, it was awesome..",1.0,1.0
142,1,The Da Vinci Code was an awesome movie.,1.0,1.0
143,1,"also, the da vinci code is AWESOME.",1.0,1.0
144,1,* gasp * I LOVE the Da Vinci Code!!,0.78125,0.6
145,1,"As for movies, The Da Vinci Code was awesome and all of the protests against it make me sad to know that so many people who share my religion are idiots...",0.04999999999999999,0.825
146,1,The Da Vinci Code is like one of the AWESOMEST books!!!,0.0,0.0
147,1,"As sad as it may be that I am now dating my sister, I enjoyed our time together and absolutely loved The Da Vinci Code.",0.2333333333333333,0.8333333333333334
148,1,just because the da vinci code is awesome doesn't mean jesus can't be the most admired bachelor!.,0.4375,0.7291666666666666
149,1,DA VINCI CODE WAS AWESOME!!!!!..,1.0,1.0
150,1,Da Vinci Code is an awesome movie.,1.0,1.0
151,1,The Da Vinci Code was AWESOME.,1.0,1.0
152,1,Da vinci Code is one beautiful movie..,0.85,1.0
153,1,I love Da Vinci Code.,0.5,0.6
154,1,"Beyond the Da Vinci Code is a beautiful tome -- unauthorized, of course -- that deals with the novel and what inspired it.",0.85,1.0
155,1,I actually loved Da Vinci Code.,0.7,0.8
156,1,"I saw both Da Vinci Code and X-Men 3 The Last Stand on the day they came out, and the one that got me talking to most was X-Men, but Da Vinci Code was awesome too.",0.5,0.5222222222222223
157,1,i loved the da vinci code...,0.7,0.8
158,1,"I agree with you, I loved Da Vinci Code, I just think it's ridiculous for people to get their panties in a bunch about the heresies and blashpemies and whatever the hell else it allegedly contains.",0.08888888888888886,0.6333333333333334
159,1,the da vinci code was awesome lah!,1.0,1.0
160,1,Da Vinci Code was AWESOME..,1.0,1.0
161,1,I'd love to watch The Da Vinci Code soon.,0.5,0.6
162,1,"Its hard to decide on what move ti see when there are 2 good ones playing, I would love to see the Da Vinci Code but on the other hand Over The Hedge looks very funny...",0.22166666666666665,0.6233333333333333
163,1,"i read that book "" angels and demons "" and i got hooked so i finished in two days, just like da vinci code...",0.0,0.0
164,1,oh and i loved the da vinci code.,0.7,0.8
165,1,"Back in Melbourne, Mom and I went to see Da Vinci Code, which was totally awesome, but they left things out!",0.3333333333333333,0.3333333333333333
166,1,hahash i love da vinci code tooo!!,0.78125,0.6
167,1,The Da Vinci Code was awesome.,1.0,1.0
168,1,"da vinci code was also awesome, but thats a given, tom hanks is in it after all.",1.0,1.0
169,1,I loved The Da Vinci Code!!,1.0,0.8
170,1,I loved The Da Vinci Code!,0.875,0.8
171,1,i loved the da vinci code was a kick ass movie...,0.7,0.8
172,1,"Then we went to the movies and saw The Da Vinci Code which honestly, was the most awesome movie I have ever seen.",0.7000000000000001,0.7999999999999999
173,1,"i loved the da Vinci code, even though it was the second book in the series.",0.35,0.4
174,1,The Da Vinci Code was awesome in my opinion -- the book and the movie.,1.0,1.0
175,1,"I loved the Da Vinci Code, both the book and the movie.",0.7,0.8
176,1,the da vinci code was sooo awesome-good luck at ur tennis tournament..,0.0,0.0
177,1,The Da Vinci Code was AWESOME!!,1.0,1.0
178,1,I love hating America almost as much as I love supporting the Da Vinci Code.,0.4166666666666667,0.4833333333333333
179,1,Da Vinci Code was awesome.,1.0,1.0
180,1,i luv the book'da vinci code '....,0.0,0.0
181,1,da vinci code was awesome..,1.0,1.0
182,1,Da Vinci Code was awesome.,1.0,1.0
183,1,i loved the da vinci code.,0.7,0.8
184,1,"Well, Da Vinci Code was awesome....",1.0,1.0
185,1,The Da Vinci Code was awesome..,1.0,1.0
186,1,"The Da Vinci Code is an awesome book, I just finshed reading it.",1.0,1.0
187,1,"The Da Vinci Code was so awesome, I cannot even begin to comprehend nor explain the awesomeness of its hardcore, awesome power of awesomeness.....",1.0,1.0
188,1,PS da Vinci code is an awesome movie!.,1.0,1.0
189,1,i just love Da Vinci Code so much!,0.375,0.4
190,1,the people who are worth it know how much i love the da vinci code.,0.4,0.35
191,1,I wanted desperately to love'The Da Vinci Code as a film.,0.5,0.6
192,1,"The Da Vinci Code was awesome, I can't wait to read it...",1.0,1.0
193,1,The Da Vinci Code was absolutely AWESOME!,1.0,1.0
194,1,da vinci code was an awesome movie...,1.0,1.0
195,1,DA VINCI CODE IS AWESOME!!,1.0,1.0
196,1,I love The Da Vinci Code...,0.5,0.6
197,1,The Da Vinci Code is awesome..,1.0,1.0
198,1,The Da Vinci Code is awesome!!,1.0,1.0
199,1,Love luv lubb the Da Vinci Code!,0.625,0.6
200,1,the people who are worth it know how much i love the da vinci code.,0.4,0.35
201,1,I wanted desperately to love'The Da Vinci Code as a film.,0.5,0.6
202,1,"The Da Vinci Code was awesome, I can't wait to read it...",1.0,1.0
203,1,The Da Vinci Code was absolutely AWESOME!,1.0,1.0
204,1,da vinci code was an awesome movie...,1.0,1.0
205,1,DA VINCI CODE IS AWESOME!!,1.0,1.0
206,1,I love The Da Vinci Code...,0.5,0.6
207,1,The Da Vinci Code is awesome..,1.0,1.0
208,1,The Da Vinci Code is awesome!!,1.0,1.0
209,1,Love luv lubb the Da Vinci Code!,0.625,0.6
210,1,the people who are worth it know how much i love the da vinci code.,0.4,0.35
211,1,I wanted desperately to love'The Da Vinci Code as a film.,0.5,0.6
212,1,"The Da Vinci Code was awesome, I can't wait to read it...",1.0,1.0
213,1,The Da Vinci Code was absolutely AWESOME!,1.0,1.0
214,1,da vinci code was an awesome movie...,1.0,1.0
215,1,DA VINCI CODE IS AWESOME!!,1.0,1.0
216,1,I love The Da Vinci Code...,0.5,0.6
217,1,The Da Vinci Code is awesome..,1.0,1.0
218,1,The Da Vinci Code is awesome!!,1.0,1.0
219,1,Love luv lubb the Da Vinci Code!,0.625,0.6
220,1,the people who are worth it know how much i love the da vinci code.,0.4,0.35
221,1,I wanted desperately to love'The Da Vinci Code as a film.,0.5,0.6
222,1,"The Da Vinci Code was awesome, I can't wait to read it...",1.0,1.0
223,1,The Da Vinci Code was absolutely AWESOME!,1.0,1.0
224,1,da vinci code was an awesome movie...,1.0,1.0
225,1,DA VINCI CODE IS AWESOME!!,1.0,1.0
226,1,I love The Da Vinci Code...,0.5,0.6
227,1,The Da Vinci Code is awesome..,1.0,1.0
228,1,The Da Vinci Code is awesome!!,1.0,1.0
229,1,Love luv lubb the Da Vinci Code!,0.625,0.6
230,1,the people who are worth it know how much i love the da vinci code.,0.4,0.35
231,1,I wanted desperately to love'The Da Vinci Code as a film.,0.5,0.6
232,1,"The Da Vinci Code was awesome, I can't wait to read it...",1.0,1.0
233,1,The Da Vinci Code was absolutely AWESOME!,1.0,1.0
234,1,da vinci code was an awesome movie...,1.0,1.0
235,1,DA VINCI CODE IS AWESOME!!,1.0,1.0
236,1,I love The Da Vinci Code...,0.5,0.6
237,1,The Da Vinci Code is awesome..,1.0,1.0
238,1,The Da Vinci Code is awesome!!,1.0,1.0
239,1,Love luv lubb the Da Vinci Code!,0.625,0.6
240,1,the people who are worth it know how much i love the da vinci code.,0.4,0.35
241,1,I wanted desperately to love'The Da Vinci Code as a film.,0.5,0.6
242,1,"The Da Vinci Code was awesome, I can't wait to read it...",1.0,1.0
243,1,The Da Vinci Code was absolutely AWESOME!,1.0,1.0
244,1,da vinci code was an awesome movie...,1.0,1.0
245,1,DA VINCI CODE IS AWESOME!!,1.0,1.0
246,1,I love The Da Vinci Code...,0.5,0.6
247,1,The Da Vinci Code is awesome..,1.0,1.0
248,1,The Da Vinci Code is awesome!!,1.0,1.0
249,1,Love luv lubb the Da Vinci Code!,0.625,0.6
250,1,the people who are worth it know how much i love the da vinci code.,0.4,0.35
251,1,I wanted desperately to love'The Da Vinci Code as a film.,0.5,0.6
252,1,"The Da Vinci Code was awesome, I can't wait to read it...",1.0,1.0
253,1,The Da Vinci Code was absolutely AWESOME!,1.0,1.0
254,1,da vinci code was an awesome movie...,1.0,1.0
255,1,DA VINCI CODE IS AWESOME!!,1.0,1.0
256,1,I love The Da Vinci Code...,0.5,0.6
257,1,The Da Vinci Code is awesome..,1.0,1.0
258,1,The Da Vinci Code is awesome!!,1.0,1.0
259,1,Love luv lubb the Da Vinci Code!,0.625,0.6
260,1,the people who are worth it know how much i love the da vinci code.,0.4,0.35
261,1,I wanted desperately to love'The Da Vinci Code as a film.,0.5,0.6
262,1,"The Da Vinci Code was awesome, I can't wait to read it...",1.0,1.0
263,1,The Da Vinci Code was absolutely AWESOME!,1.0,1.0
264,1,da vinci code was an awesome movie...,1.0,1.0
265,1,DA VINCI CODE IS AWESOME!!,1.0,1.0
266,1,I love The Da Vinci Code...,0.5,0.6
267,1,The Da Vinci Code is awesome..,1.0,1.0
268,1,The Da Vinci Code is awesome!!,1.0,1.0
269,1,Love luv lubb the Da Vinci Code!,0.625,0.6
270,1,the people who are worth it know how much i love the da vinci code.,0.4,0.35
271,1,I wanted desperately to love'The Da Vinci Code as a film.,0.5,0.6
272,1,"The Da Vinci Code was awesome, I can't wait to read it...",1.0,1.0
273,1,The Da Vinci Code was absolutely AWESOME!,1.0,1.0
274,1,da vinci code was an awesome movie...,1.0,1.0
275,1,DA VINCI CODE IS AWESOME!!,1.0,1.0
276,1,I love The Da Vinci Code...,0.5,0.6
277,1,The Da Vinci Code is awesome..,1.0,1.0
278,1,The Da Vinci Code is awesome!!,1.0,1.0
279,1,Love luv lubb the Da Vinci Code!,0.625,0.6
280,1,the people who are worth it know how much i love the da vinci code.,0.4,0.35
281,1,I wanted desperately to love'The Da Vinci Code as a film.,0.5,0.6
282,1,"The Da Vinci Code was awesome, I can't wait to read it...",1.0,1.0
283,1,The Da Vinci Code was absolutely AWESOME!,1.0,1.0
284,1,da vinci code was an awesome movie...,1.0,1.0
285,1,DA VINCI CODE IS AWESOME!!,1.0,1.0
286,1,I love The Da Vinci Code...,0.5,0.6
287,1,The Da Vinci Code is awesome..,1.0,1.0
288,1,The Da Vinci Code is awesome!!,1.0,1.0
289,1,Love luv lubb the Da Vinci Code!,0.625,0.6
290,1,the people who are worth it know how much i love the da vinci code.,0.4,0.35
291,1,I wanted desperately to love'The Da Vinci Code as a film.,0.5,0.6
292,1,"The Da Vinci Code was awesome, I can't wait to read it...",1.0,1.0
293,1,The Da Vinci Code was absolutely AWESOME!,1.0,1.0
294,1,da vinci code was an awesome movie...,1.0,1.0
295,1,DA VINCI CODE IS AWESOME!!,1.0,1.0
296,1,I love The Da Vinci Code...,0.5,0.6
297,1,The Da Vinci Code is awesome..,1.0,1.0
298,1,The Da Vinci Code is awesome!!,1.0,1.0
299,1,Love luv lubb the Da Vinci Code!,0.625,0.6
300,1,the people who are worth it know how much i love the da vinci code.,0.4,0.35
301,1,I wanted desperately to love'The Da Vinci Code as a film.,0.5,0.6
302,1,"The Da Vinci Code was awesome, I can't wait to read it...",1.0,1.0
303,1,The Da Vinci Code was absolutely AWESOME!,1.0,1.0
304,1,da vinci code was an awesome movie...,1.0,1.0
305,1,DA VINCI CODE IS AWESOME!!,1.0,1.0
306,1,I love The Da Vinci Code...,0.5,0.6
307,1,The Da Vinci Code is awesome..,1.0,1.0
308,1,The Da Vinci Code is awesome!!,1.0,1.0
309,1,Love luv lubb the Da Vinci Code!,0.625,0.6
310,1,the people who are worth it know how much i love the da vinci code.,0.4,0.35
311,1,I wanted desperately to love'The Da Vinci Code as a film.,0.5,0.6
312,1,"The Da Vinci Code was awesome, I can't wait to read it...",1.0,1.0
313,1,The Da Vinci Code was absolutely AWESOME!,1.0,1.0
314,1,da vinci code was an awesome movie...,1.0,1.0
315,1,DA VINCI CODE IS AWESOME!!,1.0,1.0
316,1,I love The Da Vinci Code...,0.5,0.6
317,1,The Da Vinci Code is awesome..,1.0,1.0
318,1,The Da Vinci Code is awesome!!,1.0,1.0
319,1,Love luv lubb the Da Vinci Code!,0.625,0.6
320,1,the people who are worth it know how much i love the da vinci code.,0.4,0.35
321,1,I wanted desperately to love'The Da Vinci Code as a film.,0.5,0.6
322,1,"The Da Vinci Code was awesome, I can't wait to read it...",1.0,1.0
323,1,The Da Vinci Code was absolutely AWESOME!,1.0,1.0
324,1,da vinci code was an awesome movie...,1.0,1.0
325,1,DA VINCI CODE IS AWESOME!!,1.0,1.0
326,1,I love The Da Vinci Code...,0.5,0.6
327,1,The Da Vinci Code is awesome..,1.0,1.0
328,1,The Da Vinci Code is awesome!!,1.0,1.0
329,1,Love luv lubb the Da Vinci Code!,0.625,0.6
330,1,the people who are worth it know how much i love the da vinci code.,0.4,0.35
331,1,I wanted desperately to love'The Da Vinci Code as a film.,0.5,0.6
332,1,"The Da Vinci Code was awesome, I can't wait to read it...",1.0,1.0
333,1,The Da Vinci Code was absolutely AWESOME!,1.0,1.0
334,1,da vinci code was an awesome movie...,1.0,1.0
335,1,DA VINCI CODE IS AWESOME!!,1.0,1.0
336,1,I love The Da Vinci Code...,0.5,0.6
337,1,The Da Vinci Code is awesome..,1.0,1.0
338,1,The Da Vinci Code is awesome!!,1.0,1.0
339,1,Love luv lubb the Da Vinci Code!,0.625,0.6
340,1,the people who are worth it know how much i love the da vinci code.,0.4,0.35
341,1,I wanted desperately to love'The Da Vinci Code as a film.,0.5,0.6
342,1,"The Da Vinci Code was awesome, I can't wait to read it...",1.0,1.0
343,1,The Da Vinci Code was absolutely AWESOME!,1.0,1.0
344,1,da vinci code was an awesome movie...,1.0,1.0
345,1,DA VINCI CODE IS AWESOME!!,1.0,1.0
346,1,I love The Da Vinci Code...,0.5,0.6
347,1,The Da Vinci Code is awesome..,1.0,1.0
348,1,The Da Vinci Code is awesome!!,1.0,1.0
349,1,Love luv lubb the Da Vinci Code!,0.625,0.6
350,1,the people who are worth it know how much i love the da vinci code.,0.4,0.35
351,1,I wanted desperately to love'The Da Vinci Code as a film.,0.5,0.6
352,1,"The Da Vinci Code was awesome, I can't wait to read it...",1.0,1.0
353,1,The Da Vinci Code was absolutely AWESOME!,1.0,1.0
354,1,da vinci code was an awesome movie...,1.0,1.0
355,1,DA VINCI CODE IS AWESOME!!,1.0,1.0
356,1,I love The Da Vinci Code...,0.5,0.6
357,1,The Da Vinci Code is awesome..,1.0,1.0
358,1,The Da Vinci Code is awesome!!,1.0,1.0
359,1,Love luv lubb the Da Vinci Code!,0.625,0.6
360,1,the people who are worth it know how much i love the da vinci code.,0.4,0.35
361,1,I wanted desperately to love'The Da Vinci Code as a film.,0.5,0.6
362,1,"The Da Vinci Code was awesome, I can't wait to read it...",1.0,1.0
363,1,The Da Vinci Code was absolutely AWESOME!,1.0,1.0
364,1,da vinci code was an awesome movie...,1.0,1.0
365,1,DA VINCI CODE IS AWESOME!!,1.0,1.0
366,1,I love The Da Vinci Code...,0.5,0.6
367,1,The Da Vinci Code is awesome..,1.0,1.0
368,1,The Da Vinci Code is awesome!!,1.0,1.0
369,1,Love luv lubb the Da Vinci Code!,0.625,0.6
370,1,the people who are worth it know how much i love the da vinci code.,0.4,0.35
371,1,I wanted desperately to love'The Da Vinci Code as a film.,0.5,0.6
372,1,"The Da Vinci Code was awesome, I can't wait to read it...",1.0,1.0
373,1,The Da Vinci Code was absolutely AWESOME!,1.0,1.0
374,1,da vinci code was an awesome movie...,1.0,1.0
375,1,DA VINCI CODE IS AWESOME!!,1.0,1.0
376,1,I love The Da Vinci Code...,0.5,0.6
377,1,The Da Vinci Code is awesome..,1.0,1.0
378,1,The Da Vinci Code is awesome!!,1.0,1.0
379,1,Love luv lubb the Da Vinci Code!,0.625,0.6
380,1,the people who are worth it know how much i love the da vinci code.,0.4,0.35
381,1,I wanted desperately to love'The Da Vinci Code as a film.,0.5,0.6
382,1,"The Da Vinci Code was awesome, I can't wait to read it...",1.0,1.0
383,1,The Da Vinci Code was absolutely AWESOME!,1.0,1.0
384,1,da vinci code was an awesome movie...,1.0,1.0
385,1,DA VINCI CODE IS AWESOME!!,1.0,1.0
386,1,I love The Da Vinci Code...,0.5,0.6
387,1,The Da Vinci Code is awesome..,1.0,1.0
388,1,The Da Vinci Code is awesome!!,1.0,1.0
389,1,Love luv lubb the Da Vinci Code!,0.625,0.6
390,1,the people who are worth it know how much i love the da vinci code.,0.4,0.35
391,1,I wanted desperately to love'The Da Vinci Code as a film.,0.5,0.6
392,1,"The Da Vinci Code was awesome, I can't wait to read it...",1.0,1.0
393,1,The Da Vinci Code was absolutely AWESOME!,1.0,1.0
394,1,da vinci code was an awesome movie...,1.0,1.0
395,1,DA VINCI CODE IS AWESOME!!,1.0,1.0
396,1,I love The Da Vinci Code...,0.5,0.6
397,1,The Da Vinci Code is awesome..,1.0,1.0
398,1,The Da Vinci Code is awesome!!,1.0,1.0
399,1,Love luv lubb the Da Vinci Code!,0.625,0.6
400,1,the people who are worth it know how much i love the da vinci code.,0.4,0.35
401,1,I wanted desperately to love'The Da Vinci Code as a film.,0.5,0.6
402,1,"The Da Vinci Code was awesome, I can't wait to read it...",1.0,1.0
403,1,The Da Vinci Code was absolutely AWESOME!,1.0,1.0
404,1,da vinci code was an awesome movie...,1.0,1.0
405,1,DA VINCI CODE IS AWESOME!!,1.0,1.0
406,1,I love The Da Vinci Code...,0.5,0.6
407,1,The Da Vinci Code is awesome..,1.0,1.0
408,1,The Da Vinci Code is awesome!!,1.0,1.0
409,1,Love luv lubb the Da Vinci Code!,0.625,0.6
410,1,the people who are worth it know how much i love the da vinci code.,0.4,0.35
411,1,I wanted desperately to love'The Da Vinci Code as a film.,0.5,0.6
412,1,"The Da Vinci Code was awesome, I can't wait to read it...",1.0,1.0
413,1,The Da Vinci Code was absolutely AWESOME!,1.0,1.0
414,1,da vinci code was an awesome movie...,1.0,1.0
